size (cm),shape,weight (g),avg_price (₹),color,taste,fruit_name
9.3,long,131.2,41.7,yellow,sweet,banana
3.3,oval,9.3,27.1,red,sweet,cherry
4.8,oval,51.1,18,orange,tangy,orange
10.5,long,124.4,43.4,yellow,sweet,banana
22.5,round,3042.5,148.9,green,sweet,watermelon
2.7,oval,10.2,32.9,red,sweet,cherry
2.8,oval,11,32.4,red,sweet,cherry
3.9,round,49.5,74.2,purple,tangy,plum
3.2,oval,9.1,28.9,red,sweet,cherry
20.4,oval,1617.7,80.4,orange,sweet,papaya
0.9,round,5.1,42.4,blue,sweet,blueberry
7.5,round,237.3,121.2,red,sweet,pomegranate
7.8,oval,181,63.2,green,sweet,pear
3.1,oval,9.6,29.4,red,sweet,cherry
3.8,round,45.7,72.9,purple,tangy,plum
1,round,5,38.1,blue,sweet,blueberry
3.2,oval,18.3,62.1,red,sweet,strawberry
10.1,long,110.8,39.7,yellow,sweet,banana
9.7,oval,228.1,125.9,yellow,sweet,mango
1,round,4.8,10.9,purple,sweet,grape
15.7,oval,1252.7,97,brown,tangy,pineapple
1,round,4.6,9.9,purple,sweet,grape
0.9,round,5,41,blue,sweet,blueberry
4.9,oval,80.8,105.7,brown,tangy,kiwi
5.5,oval,46,19.5,orange,tangy,orange
8,round,301.3,96.7,green,sweet,custard apple
7.6,round,261.8,130.6,red,sweet,pomegranate
10.5,long,112.1,36.5,yellow,sweet,banana
0.9,round,4.7,9.8,purple,sweet,grape
15.6,oval,1126.4,81.8,brown,tangy,pineapple
15.4,oval,1102.9,86.4,brown,tangy,pineapple
7.8,oval,174.7,64.7,green,sweet,pear
3.3,oval,9.7,29.9,red,sweet,cherry
4.8,oval,73.2,92.8,brown,tangy,kiwi
5,oval,72,90.8,brown,tangy,kiwi
25.1,round,3168.7,152.1,green,sweet,watermelon
10.5,long,108.4,42.3,yellow,sweet,banana
7.2,round,263.1,118.8,red,sweet,pomegranate
8.7,oval,264.7,115.5,yellow,sweet,mango
1,round,4.8,11,purple,sweet,grape
10.8,long,108.1,36.1,yellow,sweet,banana
7.7,round,195.5,63.9,green,sour,guava
18.3,oval,1404,78.6,orange,sweet,papaya
4.6,oval,45.3,19.8,orange,tangy,orange
7.4,round,226.2,115.9,red,sweet,pomegranate
6.4,round,147.4,72.9,red,sweet,apple
19.9,oval,1438.4,75.1,orange,sweet,papaya
7,round,244.6,113,red,sweet,pomegranate
4.9,oval,54.6,18.6,orange,tangy,orange
9.3,oval,383.9,147.9,pink,sweet,dragon fruit
18.8,oval,1564.3,76.3,orange,sweet,papaya
1,round,4.9,9.2,purple,sweet,grape
19,round,1199.5,91.5,brown,sweet,coconut
6.9,round,244.1,112.2,red,sweet,pomegranate
7.9,oval,194.4,75.2,green,sweet,pear
1.1,round,4.6,9.9,purple,sweet,grape
7.1,round,260.5,111,red,sweet,pomegranate
3.2,oval,18.2,62.8,red,sweet,strawberry
5.3,oval,54,21.4,orange,tangy,orange
8.1,round,319.6,85.1,green,sweet,custard apple
1,round,4.6,10.6,purple,sweet,grape
9.7,oval,268.5,122.8,yellow,sweet,mango
10,long,116.3,40.9,yellow,sweet,banana
16.6,round,1240.4,90.1,brown,sweet,coconut
5.3,oval,49.7,20.2,orange,tangy,orange
1,round,5.2,10.7,purple,sweet,grape
8.2,oval,181.2,64,green,sweet,pear
2.1,round,15.7,45.7,pink,sweet,lychee
24.7,round,2912.9,152.4,green,sweet,watermelon
3.8,round,45.4,73.2,purple,tangy,plum
7.4,round,267.7,110.7,red,sweet,pomegranate
7.3,round,198.3,57.8,green,sour,guava
14.6,oval,1151.1,88,brown,tangy,pineapple
14.3,oval,1294.8,82.9,brown,tangy,pineapple
7,round,210.3,61.2,green,sour,guava
5.7,round,154.1,77.3,red,sweet,apple
3.2,oval,19.7,55.5,red,sweet,strawberry
16.5,round,1194,100.5,brown,sweet,coconut
4.7,oval,74.4,90.5,brown,tangy,kiwi
4,round,53.1,63.5,purple,tangy,plum
0.9,round,4.9,39.7,blue,sweet,blueberry
4.2,round,52.4,68.3,purple,tangy,plum
1.1,round,4.9,38.1,blue,sweet,blueberry
1,round,4.7,39.6,blue,sweet,blueberry
1,round,4.8,39,blue,sweet,blueberry
3.1,oval,10.6,28.7,red,sweet,cherry
16.3,round,1235.5,109.7,brown,sweet,coconut
26.9,round,3062.4,152.2,green,sweet,watermelon
2.8,oval,10.3,29.4,red,sweet,cherry
14.2,oval,1297.6,83.8,brown,tangy,pineapple
7.3,oval,173.3,69.4,green,sweet,pear
1,round,4.9,9.2,purple,sweet,grape
19.1,round,1088.1,106.9,brown,sweet,coconut
9.1,oval,258.8,124.1,yellow,sweet,mango
5.2,oval,51.6,21.9,orange,tangy,orange
2.9,oval,10.9,31.6,red,sweet,cherry
3.2,oval,19.6,61.9,red,sweet,strawberry
7.5,round,186.6,57.9,green,sour,guava
5.7,round,146.7,74.1,red,sweet,apple
0.9,round,4.7,10.1,purple,sweet,grape
26.9,round,2745.7,149.8,green,sweet,watermelon
1,round,5.2,40.7,blue,sweet,blueberry
10.5,oval,402.6,137.4,pink,sweet,dragon fruit
25.2,round,2821.6,153.5,green,sweet,watermelon
3,oval,10.6,31.1,red,sweet,cherry
1,round,4.9,9,purple,sweet,grape
9.2,oval,257.7,116.5,yellow,sweet,mango
10.1,long,113.4,37,yellow,sweet,banana
8.7,oval,267.2,123,yellow,sweet,mango
5.4,oval,69,98.3,brown,tangy,kiwi
10.8,long,111.7,36.6,yellow,sweet,banana
8.5,oval,163.8,70.7,green,sweet,pear
1.1,round,5,36.1,blue,sweet,blueberry
1,round,5.3,43.6,blue,sweet,blueberry
3.7,round,45.5,75.8,purple,tangy,plum
5.7,round,147.4,74.6,red,sweet,apple
19.1,round,1258.5,100.4,brown,sweet,coconut
7.5,round,286,90.2,green,sweet,custard apple
2,round,13.7,45.4,pink,sweet,lychee
4.9,oval,67.9,100.2,brown,tangy,kiwi
9.8,oval,237.1,121.7,yellow,sweet,mango
20.8,oval,1453.4,73.7,orange,sweet,papaya
1,round,5.4,36.9,blue,sweet,blueberry
24.1,round,3129,161.9,green,sweet,watermelon
0.9,round,5,36.8,blue,sweet,blueberry
7.6,round,325.2,83.5,green,sweet,custard apple
19,oval,1475.3,73,orange,sweet,papaya
7.5,round,229.1,117,red,sweet,pomegranate
1.1,round,5.3,10.9,purple,sweet,grape
7.2,round,235.2,125.5,red,sweet,pomegranate
7,round,198.6,54.5,green,sour,guava
26.3,round,2835.3,161,green,sweet,watermelon
7.6,round,234.9,131.2,red,sweet,pomegranate
5.6,round,156.1,83.6,red,sweet,apple
1,round,5.4,36.4,blue,sweet,blueberry
10.5,oval,370.8,163.1,pink,sweet,dragon fruit
6,round,136.7,84.9,red,sweet,apple
5.4,round,149.7,86,red,sweet,apple
1,round,5.1,10.5,purple,sweet,grape
7.1,round,260.2,117.5,red,sweet,pomegranate
4.8,oval,54.9,20.3,orange,tangy,orange
17.9,round,1083.5,93.1,brown,sweet,coconut
3.8,round,54.8,66.1,purple,tangy,plum
4.2,round,49.2,72.2,purple,tangy,plum
4.6,oval,72.6,98.5,brown,tangy,kiwi
7.4,oval,173.5,69.1,green,sweet,pear
15,oval,1192.5,83.3,brown,tangy,pineapple
0.9,round,5.2,9.2,purple,sweet,grape
2.2,round,16.4,49.4,pink,sweet,lychee
2.2,round,15.2,48.8,pink,sweet,lychee
4.2,round,52.8,74.5,purple,tangy,plum
5.1,oval,70.2,95.5,brown,tangy,kiwi
21.5,oval,1625.2,76,orange,sweet,papaya
8.6,oval,181.5,72.9,green,sweet,pear
6.1,round,147,81,red,sweet,apple
14,oval,1206.2,95.3,brown,tangy,pineapple
2.9,oval,10.3,32.8,red,sweet,cherry
5.1,oval,70.7,101.7,brown,tangy,kiwi
8.8,oval,230.5,130.2,yellow,sweet,mango
2.9,oval,21.9,65.7,red,sweet,strawberry
1.1,round,4.8,38.7,blue,sweet,blueberry
2,round,13.5,52.7,pink,sweet,lychee
6.5,round,196.9,62.8,green,sour,guava
8.1,round,289.9,97.1,green,sweet,custard apple
0.9,round,4.5,9.8,purple,sweet,grape
1.1,round,4.9,41.6,blue,sweet,blueberry
7.2,round,216.2,63,green,sour,guava
17.2,round,1199.7,105.5,brown,sweet,coconut
23.7,round,3138.4,142.7,green,sweet,watermelon
7.4,oval,185.1,76.6,green,sweet,pear
5.4,round,144.9,86,red,sweet,apple
2.9,oval,10.3,27.8,red,sweet,cherry
7.8,oval,179,64.8,green,sweet,pear
8.5,round,313.6,96,green,sweet,custard apple
3.6,round,52.4,70.8,purple,tangy,plum
4.9,oval,46.5,19.3,orange,tangy,orange
2.8,oval,19.4,59.8,red,sweet,strawberry
6.3,round,147.3,72.4,red,sweet,apple
3.7,round,48.6,73,purple,tangy,plum
6.5,round,135.2,83.6,red,sweet,apple
8.7,oval,180.6,69.1,green,sweet,pear
15.2,oval,1230.7,95.4,brown,tangy,pineapple
2,round,13.5,53.4,pink,sweet,lychee
4.8,oval,72.6,92.3,brown,tangy,kiwi
10.6,long,115.7,43.8,yellow,sweet,banana
2.9,oval,10.9,30,red,sweet,cherry
1,round,5.2,9.5,purple,sweet,grape
1.1,round,5.4,39.3,blue,sweet,blueberry
17.6,round,1299.5,97,brown,sweet,coconut
17.2,round,1107.7,98.3,brown,sweet,coconut
2.9,oval,18.1,63.7,red,sweet,strawberry
5.1,oval,48,18.9,orange,tangy,orange
6.5,round,212.9,64.7,green,sour,guava
25.5,round,2869.2,144.9,green,sweet,watermelon
7.6,round,295.8,90.9,green,sweet,custard apple
5.8,round,162.1,80.8,red,sweet,apple
21.5,oval,1436.1,72.6,orange,sweet,papaya
4.7,oval,52.9,18.8,orange,tangy,orange
8.3,round,302.1,84.4,green,sweet,custard apple
8.4,oval,247.1,125.8,yellow,sweet,mango
10.2,oval,406.9,153.6,pink,sweet,dragon fruit
6.9,round,207.3,63.5,green,sour,guava
13.6,oval,1224.1,93.1,brown,tangy,pineapple
1.1,round,5.1,10.8,purple,sweet,grape
6.7,round,213.5,54.9,green,sour,guava
10.7,long,131.1,36.2,yellow,sweet,banana
9,oval,399.3,144.7,pink,sweet,dragon fruit
4,round,46.6,64,purple,tangy,plum
5.2,oval,53.8,19.2,orange,tangy,orange
9.4,oval,241.7,111,yellow,sweet,mango
3.2,oval,21.1,54.8,red,sweet,strawberry
18,round,1246.4,98.4,brown,sweet,coconut
20.6,oval,1476,77,orange,sweet,papaya
8.9,oval,246,126.8,yellow,sweet,mango
9.7,oval,364.4,146,pink,sweet,dragon fruit
5.4,round,145.5,81.2,red,sweet,apple
7.9,round,294.2,85.1,green,sweet,custard apple
2.7,oval,10.7,27.5,red,sweet,cherry
5.5,oval,48.9,20.2,orange,tangy,orange
7.5,oval,182.1,74.3,green,sweet,pear
7.2,round,218.5,57,green,sour,guava
5.5,oval,74.1,96.8,brown,tangy,kiwi
1,round,5.5,40,blue,sweet,blueberry
6.5,round,203,64.4,green,sour,guava
10,long,129.5,43,yellow,sweet,banana
7.3,round,185.9,54.9,green,sour,guava
7.7,round,271.8,97.5,green,sweet,custard apple
4.7,oval,51.2,21,orange,tangy,orange
15.8,oval,1286,86,brown,tangy,pineapple
6.8,round,211,60.4,green,sour,guava
1,round,5.3,10,purple,sweet,grape
21.9,oval,1411,78.7,orange,sweet,papaya
19.7,round,1185.3,98.8,brown,sweet,coconut
5.3,oval,75.1,98.5,brown,tangy,kiwi
3,oval,9.8,28.8,red,sweet,cherry
9.4,long,111.5,43.6,yellow,sweet,banana
18,round,1113.3,98.4,brown,sweet,coconut
7.6,oval,184.9,75.2,green,sweet,pear
8.9,oval,235.9,115,yellow,sweet,mango
2.2,round,13.9,46.6,pink,sweet,lychee
2.8,oval,20.7,63.4,red,sweet,strawberry
6.8,round,198.3,62.2,green,sour,guava
7.7,oval,170.7,70.8,green,sweet,pear
7.7,oval,167,74.5,green,sweet,pear
1,round,5.1,39.8,blue,sweet,blueberry
1,round,4.8,9.7,purple,sweet,grape
7.4,round,236,111.7,red,sweet,pomegranate
4.9,oval,46.2,21.7,orange,tangy,orange
1,round,5.1,42.7,blue,sweet,blueberry
7.3,round,271.2,131.6,red,sweet,pomegranate
1,round,4.6,36.4,blue,sweet,blueberry
8.2,round,282.9,88.1,green,sweet,custard apple
4.8,oval,79.9,103.4,brown,tangy,kiwi
3.1,oval,11,28.3,red,sweet,cherry
5,oval,68.2,102.8,brown,tangy,kiwi
23.9,round,2744.1,160.5,green,sweet,watermelon
16.1,oval,1106.6,90.1,brown,tangy,pineapple
1.1,round,5.4,37.8,blue,sweet,blueberry
19.5,oval,1447.4,81.8,orange,sweet,papaya
9.5,long,116.5,37.4,yellow,sweet,banana
14.1,oval,1158.5,81.2,brown,tangy,pineapple
10,long,116.9,40.4,yellow,sweet,banana
23.1,round,3252.4,143.7,green,sweet,watermelon
5.9,round,145.9,78,red,sweet,apple
18.5,oval,1599.9,86.7,orange,sweet,papaya
7.7,oval,194.8,72.2,green,sweet,pear
3.2,oval,18.9,65,red,sweet,strawberry
7.6,round,264.1,112.1,red,sweet,pomegranate
14.7,oval,1287.3,94.4,brown,tangy,pineapple
19.1,round,1171.4,108.5,brown,sweet,coconut
7.8,oval,162.3,72.3,green,sweet,pear
1,round,4.6,9.7,purple,sweet,grape
13.6,oval,1144.1,89.5,brown,tangy,pineapple
1.1,round,5.2,10,purple,sweet,grape
6.7,round,208.5,65,green,sour,guava
20.1,oval,1644.3,79.4,orange,sweet,papaya
4,round,52.2,70.4,purple,tangy,plum
10.7,long,110.3,42.9,yellow,sweet,banana
5,oval,73.8,90.9,brown,tangy,kiwi
1.1,round,4.9,9.2,purple,sweet,grape
4.6,oval,71.7,107.7,brown,tangy,kiwi
7.6,round,297.9,88,green,sweet,custard apple
6.3,round,163.7,86.5,red,sweet,apple
1.1,round,5,10.5,purple,sweet,grape
9.9,oval,367.8,141,pink,sweet,dragon fruit
26.7,round,2838.5,139.4,green,sweet,watermelon
3.7,round,54.5,68.6,purple,tangy,plum
5.3,oval,75.5,102.5,brown,tangy,kiwi
1,round,5.3,10.1,purple,sweet,grape
3,oval,21.7,61.9,red,sweet,strawberry
3,oval,20.6,58.2,red,sweet,strawberry
3,oval,10.2,28.9,red,sweet,cherry
18.9,oval,1558.2,72.9,orange,sweet,papaya
2.7,oval,11,28.5,red,sweet,cherry
6.7,round,265.7,114.9,red,sweet,pomegranate
18.4,oval,1598.7,75.6,orange,sweet,papaya
6.3,round,144.5,81.5,red,sweet,apple
3.8,round,46.7,76.1,purple,tangy,plum
5.3,oval,54.5,18,orange,tangy,orange
3,oval,10.7,33,red,sweet,cherry
20.2,oval,1426.5,75.8,orange,sweet,papaya
1.1,round,5,38.7,blue,sweet,blueberry
3.2,oval,20.9,54.4,red,sweet,strawberry
1,round,4.8,36.4,blue,sweet,blueberry
1,round,5.2,43.1,blue,sweet,blueberry
7.6,round,286.4,84.6,green,sweet,custard apple
7.1,round,246.2,117.5,red,sweet,pomegranate
10.4,long,122.5,38.3,yellow,sweet,banana
4,round,48.5,71.3,purple,tangy,plum
6.3,round,191.6,64.9,green,sour,guava
6.6,round,152.2,84.5,red,sweet,apple
7.6,round,240.7,123.1,red,sweet,pomegranate
19.8,round,1244.3,96.5,brown,sweet,coconut
4.6,oval,81.1,95.4,brown,tangy,kiwi
13.9,oval,1082.4,99,brown,tangy,pineapple
9.3,long,128.4,40,yellow,sweet,banana
2.7,oval,10.6,28.5,red,sweet,cherry
4.1,round,48.7,70.8,purple,tangy,plum
1,round,4.7,39.9,blue,sweet,blueberry
4.6,oval,46.2,21.4,orange,tangy,orange
10,oval,400.7,154.5,pink,sweet,dragon fruit
9.3,oval,244.7,112.8,yellow,sweet,mango
9.5,oval,413.4,151.4,pink,sweet,dragon fruit
9.6,long,124.6,42.7,yellow,sweet,banana
18.6,oval,1629.4,74.3,orange,sweet,papaya
3.1,oval,20.3,55.7,red,sweet,strawberry
7.3,round,219.1,65.5,green,sour,guava
7.9,oval,195.8,65.1,green,sweet,pear
3.7,round,45.8,64.1,purple,tangy,plum
1.9,round,15.3,48.8,pink,sweet,lychee
5.4,oval,76.8,98.1,brown,tangy,kiwi
17.2,round,1221.3,105.7,brown,sweet,coconut
2.8,oval,19.7,64.5,red,sweet,strawberry
14,oval,1118.1,91.5,brown,tangy,pineapple
1.9,round,13.6,46.6,pink,sweet,lychee
5.1,oval,73.3,107,brown,tangy,kiwi
2.1,round,15.8,54.5,pink,sweet,lychee
15.6,oval,1276,96.8,brown,tangy,pineapple
3.6,round,54.3,66,purple,tangy,plum
0.9,round,4.6,10.3,purple,sweet,grape
5.4,oval,70.7,109.9,brown,tangy,kiwi
3.2,oval,19.2,61.1,red,sweet,strawberry
23.7,round,3144.8,151.7,green,sweet,watermelon
6.3,round,263.4,120.1,red,sweet,pomegranate
10.3,oval,373.9,163.1,pink,sweet,dragon fruit
1,round,5,10.4,purple,sweet,grape
4.1,round,53.9,71.6,purple,tangy,plum
2.1,round,14.4,53.3,pink,sweet,lychee
14.7,oval,1308.4,90,brown,tangy,pineapple
7.6,round,256.8,122.8,red,sweet,pomegranate
19.7,oval,1388.1,81.9,orange,sweet,papaya
6.3,round,251.2,112.2,red,sweet,pomegranate
7.1,round,261.6,110.6,red,sweet,pomegranate
4.8,oval,77.8,93,brown,tangy,kiwi
8.5,round,282.3,90.6,green,sweet,custard apple
0.9,round,5.5,10.5,purple,sweet,grape
10.9,oval,401.2,143.3,pink,sweet,dragon fruit
7.8,round,298.5,91.5,green,sweet,custard apple
2.8,oval,10.6,28.1,red,sweet,cherry
15.5,oval,1112.7,89.1,brown,tangy,pineapple
18,round,1090.3,104.8,brown,sweet,coconut
3.1,oval,19.3,64.1,red,sweet,strawberry
9.6,long,121.6,42.1,yellow,sweet,banana
8.1,oval,173.8,74.9,green,sweet,pear
19.6,round,1252.9,98,brown,sweet,coconut
2.8,oval,9.9,32.5,red,sweet,cherry
3.9,round,53.9,75.4,purple,tangy,plum
27.3,round,3298,164.9,green,sweet,watermelon
3.2,oval,18,58,red,sweet,strawberry
9.2,long,114.3,38.8,yellow,sweet,banana
10.7,oval,396.3,138.8,pink,sweet,dragon fruit
16.5,round,1106.1,90.2,brown,sweet,coconut
9.3,long,113.6,40.9,yellow,sweet,banana
16.7,round,1275.2,105.4,brown,sweet,coconut
16.4,round,1200.4,99.4,brown,sweet,coconut
2.8,oval,19.3,62.8,red,sweet,strawberry
7,round,205.4,57.1,green,sour,guava
14.7,oval,1091.2,95.2,brown,tangy,pineapple
8,round,313.2,87,green,sweet,custard apple
2.8,oval,9,28.9,red,sweet,cherry
14.2,oval,1177.1,87.2,brown,tangy,pineapple
4.8,oval,48,20.6,orange,tangy,orange
7.7,round,317.2,85.4,green,sweet,custard apple
6.6,round,187.6,63,green,sour,guava
15.7,oval,1284.7,97.9,brown,tangy,pineapple
3.9,round,47.3,71.7,purple,tangy,plum
9,oval,256,122.5,yellow,sweet,mango
10.7,oval,382.1,153.3,pink,sweet,dragon fruit
6.3,round,141.2,82.9,red,sweet,apple
2.8,oval,9.1,27.8,red,sweet,cherry
3.2,oval,18.5,64.4,red,sweet,strawberry
1,round,4.7,10.3,purple,sweet,grape
9.2,oval,406.7,157.6,pink,sweet,dragon fruit
0.9,round,4.8,10.8,purple,sweet,grape
5.4,round,144.1,85.2,red,sweet,apple
23,round,3076.6,149.9,green,sweet,watermelon
4.5,oval,47.5,21.7,orange,tangy,orange
7.6,round,247.7,123.6,red,sweet,pomegranate
25.1,round,3182.2,156.3,green,sweet,watermelon
4.2,round,45.3,76.3,purple,tangy,plum
26,round,3244.5,143.2,green,sweet,watermelon
4.5,oval,46.7,18.5,orange,tangy,orange
23.2,round,3018.2,137.3,green,sweet,watermelon
4.6,oval,52.8,20.1,orange,tangy,orange
8.2,oval,183,70.4,green,sweet,pear
1.1,round,5.4,43.2,blue,sweet,blueberry
3.6,round,47.7,65.4,purple,tangy,plum
17.2,round,1289.4,103.8,brown,sweet,coconut
6.7,round,180.5,65.8,green,sour,guava
18.2,oval,1426.6,73.6,orange,sweet,papaya
4.2,round,53.1,74.6,purple,tangy,plum
4.3,round,51.3,71.2,purple,tangy,plum
22.9,round,3254.9,155.8,green,sweet,watermelon
8.1,oval,188.9,64.4,green,sweet,pear
25.5,round,2733.8,160.4,green,sweet,watermelon
7.2,round,265.9,110.5,red,sweet,pomegranate
3.9,round,52.8,70.8,purple,tangy,plum
7.8,oval,184.9,75.7,green,sweet,pear
9.2,long,116.3,40,yellow,sweet,banana
4.1,round,46.6,67.8,purple,tangy,plum
5.6,round,159,82.4,red,sweet,apple
10.4,oval,401.8,157,pink,sweet,dragon fruit
0.9,round,5.2,9.3,purple,sweet,grape
2.1,round,14.5,52.2,pink,sweet,lychee
3.2,oval,19.7,56.6,red,sweet,strawberry
6.3,round,153.8,72.3,red,sweet,apple
6.2,round,135.3,77.8,red,sweet,apple
26.1,round,3236.8,145.1,green,sweet,watermelon
6.4,round,273.1,118.8,red,sweet,pomegranate
0.9,round,5.3,37,blue,sweet,blueberry
3.1,oval,10.1,31.4,red,sweet,cherry
1.1,round,5.1,9.2,purple,sweet,grape
10.3,long,111,36.4,yellow,sweet,banana
7.3,round,181.5,59.6,green,sour,guava
10.5,long,109.8,37.2,yellow,sweet,banana
9.8,long,127.5,41.5,yellow,sweet,banana
19.7,round,1182.8,97.2,brown,sweet,coconut
2.9,oval,10.1,27.9,red,sweet,cherry
7,round,262.4,121.5,red,sweet,pomegranate
8.6,oval,237.5,116.6,yellow,sweet,mango
2.8,oval,21.5,63.3,red,sweet,strawberry
7.4,oval,163.7,74.5,green,sweet,pear
4.6,oval,78.7,100.9,brown,tangy,kiwi
5.5,oval,67.8,102.4,brown,tangy,kiwi
27.4,round,3292.2,151,green,sweet,watermelon
6.4,round,204.7,61.1,green,sour,guava
14.5,oval,1188.5,92,brown,tangy,pineapple
7.3,oval,181.9,66.4,green,sweet,pear
23.9,round,2808,156.8,green,sweet,watermelon
5.4,round,137.2,86.6,red,sweet,apple
10.1,long,131.7,39.7,yellow,sweet,banana
6.4,round,230.7,112.9,red,sweet,pomegranate
5.5,oval,76.3,91.9,brown,tangy,kiwi
3,oval,10.6,32.3,red,sweet,cherry
8.7,oval,198,64.1,green,sweet,pear
8.1,oval,194.4,69.4,green,sweet,pear
4.9,oval,69.2,94.5,brown,tangy,kiwi
3.8,round,49.7,64.6,purple,tangy,plum
10.3,oval,412.8,147.9,pink,sweet,dragon fruit
1.9,round,14.6,54.1,pink,sweet,lychee
14.5,oval,1244.5,97.8,brown,tangy,pineapple
9.2,long,121.5,42.8,yellow,sweet,banana
1.9,round,15.2,47.1,pink,sweet,lychee
4.4,round,52.1,75.7,purple,tangy,plum
1.9,round,16.4,48.9,pink,sweet,lychee
9.4,oval,255.8,113.9,yellow,sweet,mango
27.4,round,2867,135.3,green,sweet,watermelon
9.2,oval,244.4,115.9,yellow,sweet,mango
24.5,round,3129.5,157,green,sweet,watermelon
7.5,oval,169.6,69,green,sweet,pear
2.9,oval,19.3,64.9,red,sweet,strawberry
5.4,oval,71.6,99.5,brown,tangy,kiwi
7.3,round,312.4,85,green,sweet,custard apple
1,round,5.2,37.9,blue,sweet,blueberry
2.9,oval,9.2,27.1,red,sweet,cherry
21.1,oval,1466.2,77.6,orange,sweet,papaya
5.6,round,142,82.3,red,sweet,apple
8.4,oval,239.8,129.3,yellow,sweet,mango
3,oval,10,29.8,red,sweet,cherry
3.7,round,49.3,75.7,purple,tangy,plum
3.1,oval,10.6,29.6,red,sweet,cherry
9.6,oval,266.2,130.2,yellow,sweet,mango
1,round,4.9,40.4,blue,sweet,blueberry
21.5,oval,1434.6,82.6,orange,sweet,papaya
10.7,long,110.4,41.2,yellow,sweet,banana
8.2,round,288.8,91,green,sweet,custard apple
16.3,oval,1246.9,97.2,brown,tangy,pineapple
20.6,oval,1500.8,83.5,orange,sweet,papaya
0.9,round,5,38.8,blue,sweet,blueberry
3.1,oval,10.5,31.2,red,sweet,cherry
8.4,round,289.1,87.6,green,sweet,custard apple
8.4,round,281.6,94.8,green,sweet,custard apple
1,round,5.3,36.5,blue,sweet,blueberry
4.9,oval,52,18.4,orange,tangy,orange
15.8,oval,1182.5,82,brown,tangy,pineapple
1.1,round,4.9,10.5,purple,sweet,grape
27.5,round,3216.3,137.5,green,sweet,watermelon
9.5,oval,411.3,152.1,pink,sweet,dragon fruit
8.5,oval,268.5,124.2,yellow,sweet,mango
3.1,oval,20.8,58.3,red,sweet,strawberry
8.4,oval,181.1,76,green,sweet,pear
2.8,oval,9.4,32.3,red,sweet,cherry
22.5,round,2988.5,157.8,green,sweet,watermelon
21.6,oval,1550.5,74.4,orange,sweet,papaya
10.4,oval,362,145.7,pink,sweet,dragon fruit
5,oval,71.7,105.5,brown,tangy,kiwi
16.1,oval,1210.2,81.4,brown,tangy,pineapple
7.3,round,180,59.7,green,sour,guava
0.9,round,5.1,37.4,blue,sweet,blueberry
7.4,round,246.8,125.7,red,sweet,pomegranate
17.8,round,1248.8,99.9,brown,sweet,coconut
3.1,oval,10.4,30.2,red,sweet,cherry
18.9,oval,1541.4,87.8,orange,sweet,papaya
3.7,round,45.1,75.6,purple,tangy,plum
19.7,round,1205.8,93.2,brown,sweet,coconut
3.2,oval,10.8,27.3,red,sweet,cherry
5.3,oval,78.2,104.8,brown,tangy,kiwi
6.4,round,263.9,122.8,red,sweet,pomegranate
8,round,325.4,92.1,green,sweet,custard apple
10.9,oval,402,157.7,pink,sweet,dragon fruit
23.6,round,2824,154.9,green,sweet,watermelon
10.9,oval,414.6,152.2,pink,sweet,dragon fruit
3.7,round,48.6,64.2,purple,tangy,plum
9.5,oval,228.8,111.7,yellow,sweet,mango
1,round,5.3,38.7,blue,sweet,blueberry
5,oval,48.4,18.1,orange,tangy,orange
3,oval,9.8,28.6,red,sweet,cherry
7.7,round,306.6,97.9,green,sweet,custard apple
23.9,round,2851.8,158.3,green,sweet,watermelon
5.2,oval,73,103.5,brown,tangy,kiwi
4.5,oval,54.2,21.9,orange,tangy,orange
3.1,oval,10.5,32.1,red,sweet,cherry
7.8,oval,169.6,69.8,green,sweet,pear
4.9,oval,79.3,96.7,brown,tangy,kiwi
5.3,oval,72.4,102.8,brown,tangy,kiwi
6.9,round,264.7,126.4,red,sweet,pomegranate
0.9,round,5.4,37.2,blue,sweet,blueberry
18.2,round,1206.4,107,brown,sweet,coconut
17.9,round,1176.9,99.8,brown,sweet,coconut
